"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Nov 01 10:18:51 GMT 2023","Wed Nov 01 10:18:52 GMT 2023","1490","","tests.LoginTest","","tests.LoginTest","testCorrectLogin","testCorrectLogin()","Log in with a user registered in the system, informing your correct password"
"passed","Wed Nov 01 10:18:45 GMT 2023","Wed Nov 01 10:18:51 GMT 2023","5355","","tests.LoginTest","","tests.LoginTest","testEmptyEmail","testEmptyEmail()","Try to login by entering the password and leaving the user field empty"
"passed","Wed Nov 01 10:18:52 GMT 2023","Wed Nov 01 10:18:53 GMT 2023","1066","","tests.LoginTest","","tests.LoginTest","testEmptyPassword","testEmptyPassword()","Try to login by entering the email and leaving the password field empty"
